1159,502
291,184
850,631
460,631
301,707
768,56
654,829
582,466
490,276
261,3
793,35
559,453
497,288
594,275
458,264
1044,387
654,842
925,22
688,72
224,833
1228,2
1034,487
420,830
172,717
1049,198
669,305
1168,49
157,304
90,669
1036,1
118,549
1084,593
268,61
909,294
467,74
1114,632
1066,609
1058,602
271,35
474,299
1173,35
75,864
470,543
176,100
485,736
199,332
23,634
654,329
748,526
274,395
378,474
910,673
1012,810
383,859
1163,5
353,291
741,383
631,241
179,436
793,75
495,324
321,169
1087,278
1302,361
1232,572
417,317
960,161
1088,642
1161,613
631,653
94,327
244,733
857,549
572,220
75,337
259,5
1235,192
805,393
126,68
1250,723
580,68
397,441
1297,165
700,82
1200,275
214,56
932,711
676,126
676,320
169,388
1049,3
25,319
1218,215
179,217
681,635
512,574
966,371
1124,282
387,444
930,644
179,781
192,247
1061,290
500,557
378,54
855,159
585,891
358,295
545,234
1287,429
425,648
416,579
1255,99
59,290
768,585
1126,733
253,600
1235,332
852,184
223,357
1143,585
1096,36
1125,194
95,677
885,768
870,820
165,527
1201,660
465,291
387,702
1041,872
502,316
358,814
435,747
1217,439
177,113
505,781
850,746
343,38
499,530
85,789
1285,563
321,541
45,15
1295,669
1285,393
363,262
271,347
646,809
1143,794
505,753
224,201
50,420
2,297
507,312
823,100
222,252
1007,241
1116,157
274,499
505,617
1036,137
987,623
22,105
30,239
244,609
835,333
1019,184
572,443
134,613
348,263
927,35
500,625
421,807
763,595
277,838
856,54
1310,52
855,287
166,628
1155,684
609,327
445,892
1116,640
159,346
1116,478
1116,849
982,565
1232,754
1163,337
0,136
422,455
1049,451
857,345
59,640
688,822
507,582
351,485
294,744
1218,383
751,665
969,761
50,165
1253,358
393,59
629,331
550,842
30,80
505,113
731,30
641,761
513,780
221,543
1131,561
1072,315
252,602
87,556
1148,282
902,61
276,308
35,250
1057,600
403,785
113,502
805,501
0,86
1028,364
428,301
1305,353
616,645
199,607
744,68
350,385
412,530
574,554
713,806
1193,327
923,514
952,743
542,586
890,830
378,26
0,394
214,523
335,210
75,30
845,282
395,357
1285,187
597,806
160,154
589,760
52,843
654,117
711,170
137,78
1130,595
959,37
1220,690
797,252
923,444
1285,259
55,99
980,638
641,305
781,549
1126,768
184,161
915,477
731,702
888,868
537,194
738,219
1288,777
982,285
1087,357
595,254
1288,161
266,21
1310,136
1144,745
1111,562
671,893
1198,756
1176,389
1123,372
748,831
1168,400
810,886
805,141
705,614
269,760
417,126
1044,313
1228,226
1158,204
288,645
870,504
266,313
1253,470
954,84
134,806
420,694
348,711
957,623
1285,271
1007,485
428,593
494,493
1051,5
274,698
852,150
1216,327
559,477
522,625
691,644
261,787
823,346
773,775
907,254
1288,789
728,466
559,665
664,809
833,656
258,679
422,474
877,95
1253,246
822,709
224,542
154,456
502,302
171,231
1253,872
1260,824
256,176
372,364
358,743
1056,225
1049,787
1168,285
679,465
157,590
214,820
1051,89
652,358
192,80
888,474
679,241
430,201
681,53
572,668
626,501
724,663
78,98
639,229
591,495
798,721
494,857
437,10
1131,312
1028,194
72,428
1014,151
229,117
1086,835
923,892
515,485
485,288
366,249
1088,252
745,390
266,425
880,649
952,814
656,329
865,78
440,504
397,889
706,294
1096,56
177,672
900,285
154,785
803,582
1126,126
174,466
438,171
658,760
57,694
962,183
440,820
57,134
1138,774
430,733
107,756
1149,600
