2,5
20,1
63,59
21,29
37,59
33,63
14,33
70,15
21,34
62,5
45,54
45,60
48,53
33,58
23,35
22,3
33,0
63,62
44,67
52,55
5,19
42,55
45,0
57,3
15,45
41,62
1,39
63,19
39,59
39,3
48,7
61,65
31,1
54,51
11,14
53,62
67,68
65,16
17,45
21,24
55,3
30,15
4,39
69,19
69,57
41,57
43,24
19,11
18,27
3,48
8,13
41,66
67,67
61,62
5,37
18,19
29,64
13,14
42,57
33,67
0,19
67,53
47,59
19,3
51,54
53,69
42,5
7,26
59,65
50,69
3,27
26,9
43,3
17,7
15,11
12,31
43,5
50,65
9,5
29,3
21,6
65,15
43,57
15,37
50,53
67,51
29,1
47,7
55,54
52,51
47,54
17,26
12,43
65,51
1,27
15,22
63,15
7,37
69,49
57,59
7,36
60,7
66,7
18,35
13,36
21,19
15,3
46,9
30,3
53,7
8,7
66,3
49,69
35,65
48,5
33,6
1,31
26,5
44,59
68,13
45,67
9,16
51,55
57,5
2,33
57,64
31,2
1,19
5,12
19,37
40,67
10,19
21,12
3,31
51,1
4,29
52,65
47,5
17,19
70,47
11,19
57,10
54,55
39,53
61,56
49,55
28,37
21,30
9,45
43,69
57,19
29,10
60,63
19,32
66,5
53,45
53,49
47,57
26,1
17,34
65,7
7,28
41,63
6,1
69,69
0,13
5,28
10,1
38,67
37,13
3,7
39,12
2,15
54,65
35,53
63,20
13,30
52,47
13,3
69,55
55,61
37,4
7,35
57,4
35,69
5,3
63,64
40,69
59,5
32,61
66,61
43,64
40,1
49,3
68,65
3,38
21,4
49,56
18,29
23,12
7,11
16,29
8,11
10,25
39,67
59,60
3,19
26,31
7,9
51,58
49,67
53,65
65,59
67,9
43,58
55,51
69,7
6,39
49,59
10,37
4,43
54,5
3,28
69,16
67,7
4,37
37,1
27,2
62,59
45,70
25,35
65,53
31,7
53,59
1,10
67,10
65,67
30,67
17,1
67,59
31,61
59,59
65,69
51,59
61,66
13,15
29,65
27,1
65,65
68,53
53,11
5,17
20,35
43,68
3,30
59,7
3,39
45,63
7,31
3,13
51,5
23,39
20,3
67,0
37,3
46,61
65,70
15,1
17,11
66,63
32,23
51,0
3,1
17,3
13,6
59,3
19,31
1,24
41,3
4,49
40,57
63,6
16,17
22,25
39,60
11,34
56,7
38,57
55,53
35,66
1,11
64,19
50,3
9,38
19,8
64,61
3,17
8,33
13,1
5,9
50,7
1,34
41,65
48,57
14,13
17,31
56,1
6,15
24,25
23,2
69,13
45,52
15,23
15,27
27,28
60,3
31,30
19,35
42,53
19,27
61,1
65,50
53,2
52,61
15,20
42,7
67,20
11,23
29,54
6,17
41,53
47,63
68,51
21,21
19,6
53,61
23,29
53,9
19,29
21,10
2,41
10,3
49,9
42,59
12,1
45,7
19,28
3,35
69,6
43,4
17,21
47,3
52,7
65,22
45,62
16,5
51,3
48,11
7,33
40,3
26,35
37,63
49,68
11,26
54,67
64,23
21,17
5,49
63,65
23,13
58,1
61,54
69,56
47,60
11,7
9,35
57,58
45,66
1,23
7,21
17,12
11,17
34,3
25,25
22,35
57,65
17,17
1,5
12,33
36,63
19,15
7,38
53,55
21,25
42,1
17,23
35,67
33,3
56,63
56,59
3,2
42,67
65,56
45,5
5,33
21,22
9,42
3,14
21,14
59,53
64,53
33,25
11,35
9,1
63,16
47,49
53,60
47,55
39,1
63,60
35,63
9,31
55,68
57,57
68,15
11,39
62,69
41,45
55,57
5,13
9,14
1,32
17,5
19,19
19,30
1,29
55,56
6,35
21,8
13,0
4,25
16,33
69,9
53,67
67,17
52,67
41,59
24,1
51,7
54,7
3,22
7,13
41,61
45,3
21,33
37,53
11,13
45,8
48,1
43,13
17,46
1,33
41,69
22,19
19,38
19,12
45,57
53,6
15,36
35,68
9,21
43,65
5,41
7,7
68,61
60,1
7,23
21,28
23,34
63,69
7,40
51,64
66,51
43,61
49,63
69,11
50,51
53,13
17,24
47,65
32,67
4,15
38,1
58,63
23,21
61,59
15,21
11,27
33,65
2,1
20,25
11,3
55,67
5,31
43,53
63,66
3,29
65,55
36,69
64,1
3,23
11,6
52,57
61,4
63,17
61,69
3,33
65,4
21,16
27,11
1,3
5,39
69,54
63,47
1,36
27,27
33,61
25,37
61,14
15,26
55,1
7,17
29,11
11,12
2,19
66,55
45,59
29,29
26,39
8,17
45,65
11,37
2,39
0,29
5,27
16,31
67,65
68,63
26,25
9,30
3,36
48,65
59,51
63,1
7,41
23,28
1,15
18,1
4,41
43,63
21,27
67,22
52,69
7,18
68,49
3,12
18,17
9,41
19,13
1,17
3,26
59,61
57,66
53,63
39,69
3,3
67,69
50,57
9,19
1,13
55,58
49,6
7,3
47,1
12,37
59,63
61,67
8,45
41,1
8,1
39,63
8,27
15,19
1,25
61,57
47,66
46,5
0,39
4,3
67,8
9,43
64,67
49,47
63,14
51,57
0,47
8,3
21,15
63,57
46,3
5,21
15,31
57,12
13,18
21,23
67,15
21,7
23,14
67,55
63,63
21,13
67,58
51,49
25,26
2,31
56,51
32,69
55,7
31,62
65,57
55,65
5,24
7,20
11,15
19,14
65,21
5,1
67,5
67,63
67,49
68,57
19,21
37,65
11,1
47,61
33,7
28,3
12,21
47,68
41,70
65,1
69,23
5,25
47,11
49,61
1,35
59,57
1,37
33,1
53,57
59,1
49,65
27,15
60,11
61,63
5,34
69,15
9,20
66,65
49,62
35,3
55,5
4,19
21,20
47,67
59,68
24,27
41,5
67,3
21,3
47,9
65,17
9,47
23,3
41,67
65,63
15,29
55,49
3,6
69,17
22,17
48,51
33,64
51,65
9,27
58,55
25,21
69,24
9,22
64,63
19,1
9,36
17,27
54,49
38,69
8,5
46,67
60,57
68,11
0,7
19,17
39,65
27,3
9,40
64,57
17,25
3,25
19,9
47,8
58,61
23,22
21,11
41,7
18,9
11,45
51,67
52,3
8,43
9,25
69,8
67,11
2,27
63,51
65,61
53,5
7,19
18,3
67,18
45,9
55,63
15,15
47,64
54,3
13,31
19,5
41,64
15,16
37,67
53,52
12,9
15,4
25,34
43,59
2,17
23,33
57,8
16,15
57,67
29,0
66,69
19,7
42,61
66,15
67,61
51,63
36,7
1,16
2,23
66,59
67,2
61,64
56,65
56,5
15,2
19,33
15,28
49,53
5,35
12,3
65,18
69,53
11,33
37,2
47,69
57,69
11,5
34,7
3,45
63,5
15,33
35,1
17,20
23,11
6,31
17,35
50,61
51,4
64,3
62,55
3,9
49,60
13,35
68,69
21,37
44,63
2,9
15,7
49,5
67,13
9,39
9,33
9,24
2,11
5,23
46,55
17,22
9,23
48,3
45,13
47,58
60,59
5,18
14,3
24,11
56,69
43,55
57,63
55,10
17,33
53,47
36,3
13,16
5,32
64,7
32,3
51,51
10,17
13,37
40,59
11,31
13,19
19,10
49,1
34,1
10,27
42,9
61,2
58,57
13,33
25,3
43,2
23,31
24,37
59,66
12,29
7,10
31,65
19,23
39,64
22,39
18,5
55,62
23,18
39,62
53,50
21,31
40,55
58,5
23,40
67,66
69,59
23,25
39,61
1,7
21,1
21,5
57,61
51,53
53,51
5,29
69,47
30,27
5,14
10,45
18,23
7,29
55,60
40,7
49,7
14,31
15,25
68,19
57,49
12,23
7,30
60,49
50,9
16,1
22,9
57,55
15,24
65,49
69,25
59,69
28,69
4,21
23,36
58,69
69,61
23,8
5,8
43,1
9,37
55,69
3,11
66,53
70,59
14,19
15,17
9,13
59,55
36,65
69,67
8,23
23,32
3,8
65,3
69,65
29,5
9,15
61,61
13,34
1,1
3,4
68,45
45,56
33,69
67,48
38,65
6,21
0,3
63,68
50,67
15,13
63,58
9,34
67,1
48,63
60,69
69,51
57,47
70,67
51,47
59,54
57,7
43,67
4,45
59,67
45,2
67,57
62,1
69,52
31,63
69,21
31,15
27,9
3,37
19,25
63,55
6,3
53,3
20,21
13,17
23,30
6,23
43,7
17,29
57,2
21,32
51,69
7,1
44,5
57,1
33,66
45,69
59,8
9,3
13,23
11,22
65,5
1,9
24,17
61,3
49,57
12,19
13,28
69,12
10,51
53,53
13,47
31,69
24,43
69,63
20,17
67,21
44,55
33,68
7,15
45,1
39,55
39,4
69,60
23,27
45,61
51,61
25,1
63,3
37,69
33,5
17,15
9,32
7,39
63,54
65,47
29,19
53,43
60,33
57,45
5,6
47,27
39,25
48,47
53,36
43,18
49,21
41,21
23,19
52,35
39,45
55,17
29,39
57,51
55,45
54,27
33,26
40,19
44,17
57,20
37,45
27,64
31,13
41,13
5,7
9,57
10,69
23,47
1,51
0,69
49,12
3,58
15,9
21,53
53,27
45,11
63,42
27,56
6,11
27,12
27,31
23,41
35,41
15,61
61,27
21,43
41,43
17,56
11,66
41,28
51,37
41,27
38,59
39,47
59,41
11,41
26,59
59,16
29,35
1,45
33,41
55,29
65,39
47,50
28,5
39,43
35,21
54,25
43,16
51,43
31,17
23,53
37,21
43,22
22,55
57,17
15,49
36,57
11,48
56,27
36,39
53,35
8,51
29,46
61,29
67,37
31,35
42,47
63,41
37,18
43,36
52,21
63,9
57,48
29,36
39,27
35,59
55,41
25,53
45,47
19,66
29,44
61,5
49,23
14,59
27,59
19,58
16,13
44,51
29,24
13,7
26,19
37,20
41,40
28,27
65,38
41,47
47,19
49,49
46,39
38,55
13,65
53,44
31,49
36,5
68,5
42,45
3,5
4,63
59,23
23,56
15,59
37,52
67,35
11,11
1,63
11,25
19,47
31,33
61,36
27,46
35,44
46,21
9,56
5,59
27,41
35,37
28,13
39,20
61,23
36,15
35,9
7,8
52,15
14,39
51,21
65,25
35,12
58,15
66,35
23,7
35,62
63,25
68,1
23,64
68,33
65,28
44,29
19,67
29,43
47,51
25,67
2,45
55,21
37,43
32,21
58,51
69,33
13,29
41,11
47,23
65,35
23,45
31,64
41,50
1,65
25,39
42,39
44,47
67,39
32,35
43,38
51,29
9,6
41,24
3,67
57,31
41,44
53,19
19,41
14,61
15,41
46,49
39,35
62,51
51,23
32,9
23,60
1,47
49,27
57,36
19,52
43,49
49,35
21,50
49,39
53,38
51,19
21,57
43,45
33,38
45,41
1,56
39,22
21,63
48,49
47,30
37,39
4,61
34,13
26,51
47,39
19,45
31,59
3,52
17,54
69,45
15,35
49,11
17,69
55,13
64,39
57,33
45,40
28,21
11,9
64,29
33,19
21,60
32,19
47,25
57,53
31,4
17,61
69,5
19,39
46,15
60,51
9,50
27,40
63,29
59,36
11,55
25,61
30,55
35,25
27,69
23,1
9,65
43,37
27,42
19,49
56,45
13,49
35,7
33,47
43,11
38,33
35,49
63,39
41,20
13,48
1,60
43,30
7,45
55,19
65,19
53,15
33,53
29,49
51,45
13,50
34,23
20,55
10,11
12,39
17,53
11,65
27,37
8,53
65,24
65,45
61,45
7,65
59,37
27,21
39,39
31,67
45,23
53,10
59,22
25,42
1,57
54,45
13,10
43,23
37,51
51,13
40,35
48,45
36,27
1,59
39,51
57,32
31,5
35,5
8,69
25,29
39,9
19,53
29,40
61,43
7,62
39,17
3,54
27,57
67,43
23,49
53,17
29,47
25,41
9,62
61,35
27,38
23,9
67,38
41,49
22,45
43,15
25,17
13,69
31,52
29,68
29,37
30,37
7,63
37,27
55,39
65,13
50,23
59,11
25,11
25,65
26,15
55,37
47,18
20,69
12,69
8,47
61,17
53,12
54,41
9,69
33,59
57,37
47,47
61,39
40,13
69,3
18,55
22,47
65,41
31,45
21,9
38,27
61,30
61,55
3,57
51,11
20,57
41,51
61,15
40,37
53,23
49,38
22,69
1,61
16,59
20,65
17,63
51,17
26,45
24,31
61,49
38,41
22,51
29,16
11,52
34,35
30,61
37,33
58,19
9,29
29,17
61,9
2,51
7,59
49,51
35,55
8,59
29,41
37,47
23,67
30,53
15,69
33,27
49,31
69,29
59,43
3,41
43,10
59,19
35,27
61,11
27,25
49,30
28,57
15,53
39,29
45,46
16,41
28,9
27,61
37,15
29,18
15,47
17,57
25,19
37,25
11,64
45,12
61,46
14,67
6,51
19,65
32,17
21,65
46,29
51,28
25,6
19,51
35,61
47,41
45,45
39,49
36,25
19,59
32,25
25,47
30,41
62,19
39,50
41,41
44,43
53,37
33,14
40,51
62,47
19,48
55,43
63,13
68,43
65,29
53,25
23,59
39,11
54,17
59,35
63,53
13,11
35,58
12,5
63,21
25,20
45,37
34,47
24,55
3,53
11,67
46,33
25,31
56,23
36,43
8,65
61,19
37,41
41,31
31,27
37,23
64,49
6,67
9,17
11,40
17,13
26,11
67,41
23,57
13,52
50,17
21,35
33,51
59,40
27,5
36,33
3,62
35,60
58,43
13,56
24,67
17,37
29,53
63,23
20,51
24,39
13,12
2,55
62,41
28,49
39,44
20,47
52,27
35,39
59,25
35,32
49,29
65,31
35,52
54,47
29,51
37,9
13,13
53,31
45,39
9,7
39,13
17,65
37,31
24,5
30,5
2,65
28,7
49,17
55,55
37,24
13,5
3,68
49,13
56,15
21,49
41,37
43,26
57,25
3,47
29,21
47,43
29,42
55,11
35,19
6,55
53,34
23,17
31,12
4,69
15,43
66,33
59,33
13,57
17,42
10,67
59,13
50,37
33,45
35,40
38,7
21,41
9,63
53,1
33,37
13,66
50,15
1,55
19,36
18,47
61,26
49,25
59,38
5,43
37,62
11,61
22,67
61,18
33,55
18,61
25,9
62,49
56,29
65,44
59,29
33,39
55,9
49,37
13,55
35,22
41,39
48,19
30,21
13,9
21,39
37,61
29,15
27,52
19,55
47,35
51,33
8,55
63,7
35,46
11,54
29,69
15,52
31,46
25,62
63,43
41,26
61,41
7,64
43,35
47,33
40,33
45,36
57,41
57,23
57,27
11,29
5,69
63,37
7,25
34,9
57,24
23,5
59,18
23,55
48,41
11,47
16,57
60,25
60,23
20,53
66,47
56,33
30,11
15,46
26,33
64,33
51,10
35,13
5,55
33,21
10,55
35,11
9,53
23,44
63,11
69,1
21,45
6,47
42,17
32,41
17,49
61,12
35,45
31,51
55,20
31,25
7,51
41,15
45,31
31,8
29,13
3,43
27,70
59,21
43,41
67,45
59,46
56,43
5,66
18,39
39,10
1,22
68,25
15,48
68,41
2,67
37,46
15,44
25,69
43,47
61,28
61,31
43,20
48,37
19,44
24,9
27,16
37,29
51,40
38,25
62,31
31,23
47,21
13,53
12,61
37,8
5,47
17,67
49,44
31,19
25,57
13,67
3,65
63,8
3,69
29,63
11,63
27,60
31,37
29,61
25,27
32,13
1,53
52,31
57,35
36,35
67,32
33,30
4,57
23,43
39,31
46,47
5,61
43,51
51,9
10,43
5,63
69,41
7,60
53,21
45,35
34,25
37,35
33,40
64,9
37,7
9,49
13,59
70,43
11,46
43,34
36,49
29,9
46,13
31,38
41,23
65,33
47,28
54,37
23,58
33,33
1,43
7,67
6,43
63,33
27,17
49,41
15,40
43,21
50,1
61,21
5,5
51,48
37,10
44,49
1,64
55,31
13,54
47,31
31,57
45,49
57,50
52,25
48,33
61,13
27,29
31,28
19,69
23,15
45,20
65,42
24,63
55,47
61,20
40,29
45,55
11,59
48,35
25,5
33,29
15,10
59,44
41,29
24,23
43,27
69,31
37,38
45,15
51,15
65,11
5,46
41,33
62,37
62,35
53,20
59,31
9,67
31,44
46,37
22,59
27,19
41,16
25,4
11,8
31,9
16,7
28,61
49,45
45,21
57,15
50,25
30,7
14,69
43,14
33,49
42,33
67,36
21,62
51,38
37,49
62,9
58,13
35,43
1,49
57,46
25,43
5,67
31,53
59,9
8,67
13,63
43,32
33,42
30,49
0,63
1,50
21,59
19,63
36,55
23,37
67,27
10,61
5,56
31,31
47,13
20,45
28,31
1,67
15,62
34,19
55,40
62,23
2,47
67,31
39,5
7,57
15,70
33,57
28,53
55,27
7,5
66,25
47,22
11,51
23,51
53,28
61,33
23,69
65,37
11,53
31,3
64,45
7,69
13,42
31,34
4,65
68,21
55,15
41,55
15,56
39,33
45,34
25,15
19,61
21,67
37,48
24,53
7,49
37,30
43,31
5,15
37,36
31,41
27,65
25,13
0,53
37,57
45,43
15,65
25,45
33,48
15,42
